ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
4645,494.2,624.0,561.6,451.4,580.0
4646,405.8,482.5,474.2,471.6,360.0
4647,455.7,616.2,588.2,481.8,600.0
4648,478.2,665.5,618.5,485.6,620.0
4649,525.4,620.5,571.8,759.5,660.0
4650,484.3,566.7,526.5,486.5,360.0
4651,429.6,542.8,416.8,503.3,240.0
4652,450.4,523.6,505.2,446.9,420.0
4653,513.8,575.2,461.8,441.0,500.0
4654,465.3,579.1,539.9,441.1,520.0
4655,605.8,641.2,567.9,674.5,940.0
4656,507.2,564.7,552.5,464.1,400.0
4657,522.3,662.6,573.1,568.6,560.0
4658,421.8,437.4,598.7,561.1,360.0
4659,534.7,604.6,553.0,640.0,740.0
4660,561.0,633.6,573.9,621.9,720.0
4661,533.7,577.3,584.4,554.9,680.0
4662,482.7,637.6,635.0,548.4,660.0
4663,423.7,506.5,474.7,405.4,0.0
4664,458.7,552.4,501.3,417.0,320.0
4665,483.2,620.0,493.9,583.3,560.0
4666,500.5,640.0,596.1,701.4,540.0
4667,477.2,664.4,605.3,738.2,660.0
4668,556.9,649.2,638.6,557.1,480.0
4669,590.7,646.0,621.0,598.0,620.0
4670,509.8,513.2,439.2,610.1,400.0
4671,499.5,575.2,515.9,442.6,600.0
4672,443.8,463.3,496.3,420.7,280.0
4673,429.0,594.2,491.6,508.2,480.0
4674,432.6,467.5,458.8,537.1,320.0
4675,443.3,643.0,569.2,514.3,380.0
4676,545.6,589.5,523.5,501.0,580.0
4677,469.5,510.5,488.5,450.5,400.0
4678,449.2,512.8,557.3,538.2,680.0
4679,364.1,556.7,497.1,386.8,480.0
4680,444.7,526.6,511.7,596.2,680.0
4681,415.6,546.8,477.6,409.0,500.0
4682,626.7,688.4,659.1,844.1,820.0
4683,394.2,601.6,567.5,567.0,580.0
4684,456.8,620.5,572.3,510.2,540.0
4685,513.4,533.0,535.3,472.3,640.0
4686,665.6,704.1,701.5,671.0,720.0
4687,527.3,611.4,523.7,513.8,520.0
4688,415.1,457.8,456.9,535.4,520.0
4689,391.1,538.3,529.7,433.4,280.0
4690,489.8,453.6,517.1,461.7,440.0
4691,384.5,567.6,545.6,433.5,400.0
4692,463.7,475.5,453.7,488.6,640.0
4693,559.8,648.4,583.4,502.7,840.0
4694,440.7,443.0,365.3,382.5,0.0
4695,530.6,584.3,402.6,510.2,480.0
4696,553.3,619.0,488.6,465.3,460.0
4697,537.7,603.7,589.5,523.6,540.0
4698,504.4,500.5,475.2,469.7,280.0
4699,448.4,609.6,555.5,470.4,560.0
4700,443.6,611.0,534.8,515.4,520.0
4701,376.8,482.7,506.5,448.1,240.0
4702,653.6,689.6,623.2,711.2,860.0
4703,436.0,512.0,383.5,459.3,380.0
4704,532.7,597.0,456.9,521.4,300.0
4705,451.0,611.1,498.1,727.2,520.0
4706,479.4,626.1,579.8,670.7,860.0
4707,526.8,627.4,624.3,531.9,620.0
4708,629.2,600.3,620.1,391.9,440.0
4709,474.5,589.4,539.3,472.5,540.0
4710,415.9,420.4,519.3,428.8,340.0
4711,398.3,606.7,631.3,458.0,580.0
4712,487.3,452.5,373.7,454.7,400.0
4713,604.5,602.5,600.3,688.9,780.0
4714,682.2,656.8,593.9,770.3,920.0
4715,599.8,640.9,641.8,685.5,820.0
4716,579.7,599.1,622.7,453.4,640.0
4717,585.4,703.3,596.7,687.0,460.0
4718,436.3,560.4,608.5,485.5,620.0
4719,476.3,460.2,484.4,511.9,320.0
4720,503.1,603.2,552.7,477.2,540.0
4721,493.4,579.5,567.8,650.4,560.0
4722,406.3,422.2,447.8,407.0,240.0
4723,544.9,640.5,593.2,539.7,660.0
4724,533.1,520.7,499.8,568.3,320.0
4725,402.2,504.8,404.7,391.7,420.0
4726,375.7,449.4,494.2,478.3,380.0
4727,565.8,461.4,549.3,526.5,560.0
4728,518.6,653.6,412.0,537.8,740.0
4729,514.6,625.9,610.7,512.9,620.0
4730,631.9,673.6,668.6,698.7,720.0
4731,571.0,671.6,598.5,668.9,0.0
4732,566.1,601.1,546.9,422.4,360.0
4733,530.2,625.3,597.9,582.0,600.0
4734,394.8,609.8,549.6,523.8,560.0
4735,601.0,652.9,604.5,690.7,340.0
4736,571.8,553.2,527.4,606.3,320.0
4737,384.4,426.4,448.9,426.5,260.0
4738,535.3,622.0,582.7,592.9,620.0
4739,566.2,714.0,628.1,735.0,800.0
4740,597.3,652.1,615.6,770.5,780.0
4741,486.4,618.7,533.6,514.2,540.0
4742,372.7,485.9,423.8,475.2,500.0
4743,416.8,445.8,430.2,548.6,380.0
4744,447.3,651.9,544.2,522.1,320.0
4745,497.2,589.6,561.3,530.4,600.0
4746,412.1,612.9,530.0,583.5,280.0
4747,444.0,560.7,504.2,440.2,360.0
4748,450.6,607.7,583.1,389.6,600.0
4749,393.7,553.7,536.4,415.9,340.0
4750,659.9,695.8,729.1,673.1,800.0
4751,627.2,659.9,590.1,691.8,660.0
4752,579.5,670.9,655.3,702.3,800.0
4753,569.1,650.3,574.3,685.2,600.0
4754,418.3,488.0,419.1,448.8,440.0
4755,486.1,476.7,351.9,423.1,300.0
4756,420.0,579.5,436.6,380.3,500.0
4757,474.4,537.8,413.5,489.5,420.0
4758,677.9,697.8,705.2,769.7,760.0
4759,467.2,660.4,626.0,604.9,760.0
4760,492.7,617.2,536.9,553.5,400.0
4761,395.2,560.3,583.8,514.1,560.0
4762,554.3,620.4,591.8,643.5,780.0
4763,486.3,426.5,551.0,529.7,660.0
4764,483.3,568.4,554.3,509.0,540.0
4765,438.3,628.9,538.6,549.8,620.0
4766,382.3,609.8,604.5,488.5,400.0
4767,576.0,684.5,634.4,714.5,800.0
4768,483.6,602.7,448.0,492.8,360.0
4769,411.8,515.1,510.2,491.8,600.0
4770,571.8,632.6,643.4,770.7,740.0
4771,402.1,542.6,462.4,482.7,440.0
4772,414.2,564.1,482.1,456.9,380.0
4773,518.5,628.8,576.6,724.2,920.0
4774,488.4,613.8,583.1,562.7,720.0
4775,475.4,589.2,533.9,666.7,640.0
4776,577.6,670.4,645.2,624.5,780.0
4777,473.8,472.2,423.5,394.7,480.0
4778,605.5,650.8,582.2,808.0,900.0
4779,532.9,594.3,551.1,468.7,920.0
4780,376.1,524.0,377.9,391.3,280.0
4781,469.9,406.6,526.7,443.9,480.0
4782,545.5,629.8,598.5,650.9,360.0
4783,487.7,525.3,520.9,548.8,460.0
4784,552.4,581.9,550.9,647.8,840.0
4785,434.9,535.0,452.5,461.4,360.0
4786,457.6,604.4,583.1,394.2,440.0
4787,411.6,458.3,434.9,594.4,320.0
4788,449.9,602.1,576.6,631.2,500.0
4789,466.9,463.8,457.6,467.8,340.0
4790,389.3,532.2,465.9,485.1,360.0
4791,478.6,538.1,520.0,541.3,420.0
4792,448.1,586.1,440.3,407.4,580.0
4793,550.2,655.1,617.0,692.8,640.0
4794,467.5,424.3,495.4,513.1,240.0
4795,516.2,512.1,401.9,431.2,300.0
4796,614.2,644.0,600.0,671.2,640.0
4797,538.4,612.5,529.4,590.4,580.0
4798,526.3,509.6,493.7,626.5,240.0
4799,533.4,616.5,537.0,505.5,380.0
4800,513.2,648.2,614.9,545.4,380.0
4801,420.0,530.5,485.3,528.1,600.0
4802,582.9,567.3,579.8,451.4,600.0
4803,483.6,638.0,550.2,582.0,580.0
4804,712.2,683.3,617.0,790.6,700.0
4805,473.8,430.7,530.4,540.7,560.0
4806,375.6,549.7,514.0,487.3,320.0
4807,542.0,653.5,628.5,698.1,580.0
4808,648.1,661.2,624.5,727.7,760.0
4809,557.7,559.0,542.4,668.5,620.0
4810,452.5,538.0,468.0,694.9,520.0
4811,404.9,432.5,431.9,391.5,320.0
4812,431.5,495.8,543.4,502.7,640.0
4813,394.3,554.4,419.6,417.4,360.0
4814,554.0,588.9,595.4,453.0,560.0
4815,429.0,574.8,572.2,407.8,540.0
4816,500.4,542.9,600.5,426.0,560.0
4817,540.9,640.5,606.6,679.7,680.0
4818,398.7,461.4,520.5,414.2,0.0
4819,417.0,659.2,438.8,566.3,620.0
4820,481.0,528.3,473.4,412.1,660.0
4821,426.3,440.4,420.8,412.2,460.0
4822,564.4,615.2,619.3,623.9,800.0
4823,460.9,639.0,584.7,707.2,760.0
4824,407.1,606.6,579.0,510.0,540.0
4825,586.1,603.9,472.3,571.6,380.0
4826,567.3,534.2,599.2,535.2,0.0
4827,401.8,477.8,511.3,495.8,580.0
4828,590.6,614.1,592.3,707.4,660.0
4829,481.2,542.1,498.4,496.6,260.0
4830,504.0,548.8,553.2,559.4,740.0
4831,575.8,640.3,589.3,609.2,600.0
4832,500.1,610.0,598.0,606.5,620.0
4833,511.0,644.9,583.7,442.0,580.0
4834,444.2,554.2,516.4,424.1,560.0
4835,423.0,676.3,632.4,417.1,820.0
4836,460.2,584.3,438.4,579.0,540.0
4837,368.2,504.2,439.6,436.9,540.0
4838,378.1,470.5,491.9,438.2,280.0
4839,585.4,678.9,604.5,718.7,660.0
4840,455.7,601.2,504.6,494.5,300.0
4841,571.9,600.8,571.6,519.3,600.0
4842,434.5,505.6,414.7,466.3,340.0
4843,482.5,542.3,515.4,526.3,340.0
4844,496.1,643.1,599.2,718.7,580.0
4845,499.3,456.8,410.7,475.8,380.0
4846,504.1,608.9,519.3,536.9,360.0
4847,486.7,504.3,445.7,456.4,520.0
4848,590.3,683.9,633.5,565.4,860.0
4849,459.2,633.2,543.9,602.0,0.0
4850,468.1,603.9,544.1,624.3,320.0
4851,645.3,704.7,677.5,709.9,820.0
4852,435.5,419.6,364.4,414.0,420.0
4853,473.0,589.7,591.4,587.8,640.0
4854,592.7,686.0,636.1,666.8,480.0
4855,422.6,479.7,505.1,402.6,460.0
4856,469.2,536.4,481.6,521.8,380.0
4857,645.1,639.4,625.0,710.1,600.0
4858,558.5,447.8,389.0,445.6,240.0
4859,387.3,501.8,475.9,479.0,460.0
4860,702.8,698.1,613.1,809.8,980.0
4861,539.5,607.2,530.5,632.0,360.0
4862,518.4,446.3,494.6,492.5,280.0
4863,407.7,459.2,431.6,414.4,240.0
4864,524.2,628.6,577.8,567.5,560.0
4865,535.9,648.2,573.1,520.1,680.0
4866,391.6,0.0,0.0,433.0,0.0
4867,483.3,476.8,459.3,422.3,360.0
4868,406.8,429.5,424.4,473.0,320.0
4869,470.1,433.4,560.0,403.8,260.0
4870,576.6,636.7,581.8,676.3,940.0
4871,545.5,556.2,593.6,525.3,440.0
4872,551.8,458.9,355.0,453.9,0.0
4873,626.5,701.5,645.4,486.5,640.0
4874,580.5,599.7,575.8,442.0,480.0
4875,429.5,473.6,436.8,499.9,360.0
4876,585.2,646.0,654.4,649.5,640.0
4877,420.3,595.6,538.9,477.2,560.0
4878,524.6,592.1,550.1,399.3,300.0
4879,388.8,529.9,524.7,423.1,300.0
4880,426.4,579.5,566.4,435.2,360.0
4881,410.4,623.1,564.7,557.6,680.0
4882,455.1,575.0,485.0,521.1,460.0
4883,452.7,660.4,608.5,536.1,500.0
4884,592.3,670.4,616.7,708.4,700.0
4885,528.1,466.0,367.2,575.7,260.0
4886,526.1,632.5,593.8,616.3,920.0
4887,425.8,583.3,566.4,427.7,560.0
4888,640.0,691.5,630.3,729.2,440.0
4889,482.5,599.9,579.2,579.4,420.0
4890,533.8,505.7,508.3,556.5,580.0
4891,526.2,591.4,418.4,451.4,520.0
4892,582.0,621.6,605.4,585.3,760.0
4893,590.6,635.5,584.2,506.1,580.0
4894,483.9,616.3,541.9,441.9,540.0
4895,498.5,523.6,425.2,486.4,420.0
4896,461.5,631.6,500.8,685.9,640.0
4897,515.3,613.7,586.8,455.0,600.0
4898,666.8,676.5,610.2,727.7,780.0
4899,542.1,697.9,581.7,507.2,820.0
4900,472.1,560.0,469.1,423.9,460.0
4901,419.7,507.2,482.1,519.1,340.0
4902,492.9,512.4,474.1,508.4,660.0
4903,606.4,616.6,572.4,619.0,520.0
4904,452.1,399.4,438.7,475.6,320.0
4905,448.2,468.9,448.0,562.1,540.0
4906,498.2,634.5,636.0,685.1,620.0
4907,454.7,517.8,487.2,385.6,280.0
4908,546.4,469.4,493.3,633.8,360.0
4909,572.4,610.1,555.8,536.1,620.0
4910,604.8,614.5,544.2,729.6,920.0
4911,482.3,537.8,397.5,453.0,580.0
4912,420.5,483.2,476.3,650.9,500.0
4913,458.7,572.5,413.7,400.9,300.0
4914,427.6,447.8,486.0,421.9,520.0
4915,430.0,510.7,449.7,460.6,320.0
4916,457.3,492.8,409.9,548.4,560.0
4917,443.8,498.7,499.4,484.1,440.0
4918,425.5,545.7,482.1,493.8,260.0
4919,557.5,663.8,579.3,661.9,480.0
4920,448.7,583.7,541.2,569.1,460.0
4921,558.3,613.2,519.9,499.7,680.0
4922,524.4,538.6,511.2,471.4,360.0
4923,435.3,435.5,499.6,587.1,320.0
4924,559.2,640.0,589.2,464.6,440.0
4925,581.8,646.8,593.1,626.7,680.0
4926,523.6,512.3,330.3,410.4,440.0
4927,534.8,458.2,541.4,531.4,360.0
4928,696.2,720.8,665.4,738.6,920.0
4929,422.4,535.0,369.9,509.9,320.0
4930,452.0,486.2,442.7,559.3,320.0
4931,406.0,462.9,449.4,462.9,360.0
4932,479.0,588.9,526.1,572.0,600.0
4933,415.3,559.0,458.6,500.4,240.0
4934,552.1,571.5,507.0,436.8,320.0
4935,425.7,607.0,499.9,468.6,760.0
4936,694.6,733.7,668.3,668.5,460.0
4937,428.2,549.3,443.2,506.2,420.0
4938,457.2,428.0,454.4,455.2,180.0
4939,547.5,660.6,594.9,442.2,640.0
4940,548.0,451.4,492.7,448.1,580.0
4941,486.1,609.4,507.7,547.8,460.0
4942,443.4,630.9,534.0,507.0,280.0
4943,565.4,678.7,609.7,685.2,680.0
4944,447.8,596.4,559.3,526.8,540.0
4945,515.3,639.9,542.2,509.7,360.0
4946,418.9,528.5,575.9,543.9,620.0
4947,462.5,541.3,524.6,456.7,540.0
4948,477.9,622.0,534.1,592.9,560.0
4949,601.1,595.2,542.7,625.7,580.0
4950,427.6,605.0,549.1,412.2,520.0
4951,395.1,542.9,501.0,583.3,500.0
4952,426.8,491.0,459.6,389.8,0.0
4953,378.9,537.9,499.7,410.8,400.0
4954,474.9,440.0,378.5,410.1,280.0
4955,645.4,694.4,666.1,803.1,720.0
4956,385.4,429.3,484.8,393.3,560.0
4957,588.6,615.3,593.8,537.2,940.0
4958,387.7,535.3,387.0,493.9,360.0
4959,514.1,635.6,588.2,608.2,360.0
4960,403.9,441.8,412.6,430.4,480.0
4961,478.8,556.8,549.1,445.7,820.0
4962,494.4,522.8,435.7,415.2,480.0
4963,565.8,627.0,602.4,642.2,600.0
4964,611.8,611.5,563.0,752.3,560.0
4965,408.1,479.0,480.0,434.8,480.0
4966,387.1,440.8,392.4,500.5,580.0
4967,550.1,559.7,615.4,622.5,520.0
4968,578.9,695.7,630.9,602.6,580.0
4969,724.3,665.5,609.9,810.2,640.0
4970,432.1,483.9,326.4,424.5,0.0
4971,390.5,473.4,507.9,456.0,500.0
4972,372.1,486.2,411.3,467.4,260.0
4973,465.1,576.4,549.8,456.6,360.0
4974,534.1,623.1,570.8,662.2,400.0
4975,580.2,672.2,595.4,401.1,480.0
4976,432.7,534.9,480.6,440.9,380.0
4977,394.3,522.8,363.1,416.8,340.0
4978,401.5,525.9,456.2,446.1,360.0
4979,401.3,617.9,527.5,444.4,640.0
4980,460.0,615.4,567.0,405.2,360.0
4981,376.8,465.9,436.1,415.4,500.0
4982,434.1,594.9,546.6,520.7,460.0
4983,623.3,700.1,614.4,786.9,700.0
4984,415.4,400.7,413.2,386.6,260.0
4985,423.5,619.8,496.2,370.8,560.0
4986,553.9,478.8,532.1,596.6,360.0
4987,397.6,469.7,484.6,434.4,380.0
4988,398.0,433.4,437.1,438.2,500.0
4989,445.7,578.0,491.2,463.8,260.0
4990,630.4,677.9,523.2,699.1,640.0
4991,587.3,481.2,537.6,469.0,600.0
4992,387.1,527.2,438.2,400.7,460.0
4993,402.7,592.2,572.5,524.8,360.0
4994,455.3,503.3,433.8,393.2,360.0
4995,577.1,620.9,569.3,637.3,800.0
4996,395.8,407.9,506.5,430.6,460.0
4997,517.1,606.0,560.6,686.7,760.0
4998,475.3,428.0,450.5,492.3,500.0
4999,452.7,583.9,510.0,467.5,480.0
5000,512.4,580.2,530.7,491.0,420.0
5001,450.9,567.1,571.8,488.9,380.0
5002,405.7,557.2,451.2,455.0,360.0
5003,472.0,482.7,466.1,430.0,540.0
5004,470.5,586.4,449.3,400.9,280.0
5005,421.9,583.1,504.7,592.9,380.0
5006,370.8,449.1,486.8,375.8,440.0
5007,546.2,627.2,613.4,574.8,540.0
5008,493.6,470.5,517.4,545.0,320.0
5009,568.1,587.5,514.4,589.9,640.0
5010,607.8,651.0,629.7,636.2,600.0
5011,504.5,469.7,399.4,454.8,560.0
5012,483.1,534.5,504.6,642.3,520.0
5013,570.3,601.2,535.7,428.5,560.0
5014,420.0,593.3,477.4,452.9,440.0
5015,563.9,661.4,619.0,604.0,560.0
5016,514.5,548.5,539.2,505.9,400.0
5017,387.0,445.7,390.3,391.0,200.0
5018,411.7,608.0,537.7,385.7,620.0
5019,490.5,430.4,432.4,396.5,480.0
5020,428.1,473.3,458.3,435.7,320.0
5021,588.9,595.4,535.9,557.7,680.0
5022,400.4,461.4,432.4,454.4,260.0
5023,510.1,444.9,458.3,448.5,540.0
5024,418.8,545.8,476.4,381.2,340.0
5025,534.5,639.3,598.2,685.5,660.0
5026,386.8,555.4,417.4,401.7,240.0
5027,520.9,611.8,595.0,492.1,540.0
5028,629.0,669.9,611.4,693.2,640.0
5029,512.2,685.3,642.2,617.4,740.0
5030,410.0,556.5,446.0,464.0,420.0
5031,434.0,583.2,425.6,470.8,480.0
5032,407.7,610.8,539.8,452.0,560.0
5033,530.5,673.3,626.5,722.9,540.0
5034,464.3,456.1,442.6,394.7,560.0
5035,495.2,654.6,633.9,707.9,740.0
5036,437.9,556.1,470.3,431.1,480.0
5037,532.4,613.9,565.3,677.8,580.0
5038,597.5,645.6,577.9,562.2,340.0
5039,368.3,464.2,531.3,525.4,360.0
5040,456.0,601.3,557.6,712.6,560.0
5041,568.8,564.2,570.4,634.8,900.0
5042,656.0,526.7,612.2,456.0,920.0
5043,469.4,562.2,510.8,477.4,640.0
5044,432.3,430.1,538.7,453.5,640.0
5045,423.4,508.0,526.7,496.8,560.0
5046,470.3,523.5,466.1,468.7,360.0
5047,586.4,635.9,599.4,678.3,660.0
5048,521.7,624.1,574.6,724.0,620.0
5049,497.9,633.3,501.6,477.3,600.0
5050,507.9,659.7,556.8,542.3,800.0
5051,392.8,572.0,462.5,433.4,260.0
5052,515.0,600.0,539.0,587.1,560.0
5053,536.0,603.1,585.9,499.5,480.0
5054,546.4,626.9,574.8,575.4,600.0
5055,596.2,626.5,569.3,693.9,820.0
5056,386.4,418.3,434.4,536.8,720.0
5057,467.2,591.7,520.8,417.5,480.0
5058,524.1,610.0,452.7,504.6,360.0
5059,438.4,622.8,557.5,609.5,360.0
5060,505.0,615.1,603.0,695.0,560.0
5061,526.4,585.8,550.5,580.5,360.0
5062,523.8,557.4,469.5,484.3,320.0
5063,513.1,627.8,621.5,703.1,740.0
5064,431.1,476.0,518.8,589.8,480.0
5065,716.3,735.6,675.7,765.7,860.0
5066,451.8,605.4,568.9,441.0,440.0
5067,414.7,599.3,573.4,552.5,620.0
5068,431.5,449.6,467.9,461.2,320.0
5069,514.0,524.8,453.3,450.6,560.0
5070,473.1,596.3,567.3,538.5,580.0
5071,459.7,543.3,539.7,463.4,420.0
5072,490.9,591.3,479.4,411.9,0.0
5073,507.3,535.1,466.7,505.3,480.0
5074,416.8,636.9,584.0,561.0,440.0
5075,488.6,613.8,569.9,460.9,320.0
5076,553.7,607.9,588.4,534.7,520.0
5077,627.6,672.5,586.5,705.0,520.0
5078,590.8,740.2,688.4,769.0,900.0
5079,515.1,577.8,576.3,523.1,640.0
5080,428.6,591.6,532.3,492.9,620.0
5081,440.0,487.2,373.2,494.4,520.0
5082,524.8,458.3,441.9,458.9,660.0
5083,520.3,596.6,375.3,495.2,500.0
5084,596.7,661.4,693.0,765.8,760.0
5085,455.6,569.9,487.3,459.1,0.0
5086,619.3,675.9,615.9,578.5,660.0
5087,534.3,674.7,624.3,682.5,800.0
5088,438.5,622.0,540.8,533.2,360.0
5089,645.7,648.9,573.2,692.2,640.0
5090,557.3,540.7,572.9,675.7,780.0
5091,434.9,435.7,455.4,562.7,0.0
5092,438.9,473.7,528.9,387.1,420.0
5093,618.5,650.8,604.4,697.7,600.0
5094,424.3,474.4,491.2,444.4,340.0
5095,533.5,609.4,579.1,587.7,520.0
5096,402.4,573.7,544.5,586.2,400.0
5097,531.2,519.2,518.1,438.3,320.0
5098,643.3,667.5,637.6,766.9,760.0
5099,498.1,493.4,459.7,384.5,340.0
5100,537.3,643.9,591.8,568.8,660.0
5101,429.2,579.1,457.4,422.8,540.0
5102,426.4,534.5,386.3,487.1,380.0
5103,596.4,621.8,602.8,516.4,700.0
5104,658.4,695.8,668.9,726.4,840.0
5105,429.4,565.9,465.7,510.9,400.0
5106,662.9,646.2,639.4,692.1,880.0
5107,526.1,669.1,522.8,606.9,680.0
5108,566.1,615.8,570.8,449.5,580.0
5109,520.9,603.4,489.9,561.9,380.0
5110,435.7,542.2,480.8,460.3,460.0
5111,589.5,696.9,677.3,722.4,680.0
5112,441.3,412.3,510.1,586.9,0.0
5113,573.3,633.6,528.9,747.6,680.0
5114,483.1,585.2,526.3,527.9,540.0
5115,429.1,588.2,506.4,412.7,480.0
5116,556.0,494.0,596.1,510.1,760.0
5117,512.2,460.8,487.2,543.8,540.0
5118,463.6,545.3,551.7,588.8,700.0
5119,560.9,575.0,528.4,524.7,420.0
5120,505.4,542.9,616.2,602.9,580.0
5121,552.3,415.0,544.8,501.9,520.0
5122,449.9,579.3,518.4,438.0,440.0
5123,394.0,597.7,521.4,516.2,380.0
5124,411.6,447.1,640.0,459.5,640.0
5125,658.3,649.7,578.2,657.6,680.0
5126,656.6,679.6,578.5,613.5,900.0
5127,435.7,522.9,554.4,487.4,880.0
5128,629.2,659.6,605.9,751.5,600.0
5129,529.4,596.6,509.9,524.4,420.0
5130,442.8,438.5,536.7,449.8,0.0
5131,401.4,475.8,494.1,469.2,540.0
5132,478.2,559.8,452.4,404.2,300.0
5133,450.9,596.2,412.6,442.0,380.0
5134,452.7,599.5,535.0,410.6,340.0
5135,630.7,662.0,615.0,558.7,640.0
5136,487.2,628.4,539.9,533.6,560.0
5137,565.3,527.3,526.7,575.1,640.0
5138,406.3,592.1,457.4,480.7,560.0
5139,568.8,655.1,639.5,714.1,600.0
5140,440.9,450.9,457.0,398.6,300.0
5141,564.9,480.7,504.8,485.5,320.0
5142,485.2,515.0,551.4,488.4,560.0
5143,421.5,518.5,437.7,528.2,440.0
5144,438.8,413.7,483.5,459.1,520.0
5145,451.0,613.3,558.0,547.6,520.0
5146,501.2,624.0,559.6,699.8,480.0
5147,588.1,630.3,524.2,675.4,780.0
5148,515.0,570.6,555.5,529.4,360.0
5149,385.8,498.4,382.4,517.3,280.0
5150,712.3,745.3,689.2,793.3,780.0
5151,532.9,634.7,543.9,424.9,560.0
5152,526.6,509.1,520.0,496.7,640.0
5153,601.4,667.5,611.8,738.5,900.0
5154,574.7,628.9,583.7,681.8,560.0
5155,396.4,454.5,495.0,568.9,600.0
5156,572.2,662.1,619.9,592.8,760.0
5157,487.9,499.0,468.1,426.6,400.0
5158,397.3,511.6,567.7,491.0,520.0
5159,464.9,449.8,538.3,396.6,280.0
5160,372.7,586.3,531.8,611.9,380.0
5161,430.3,591.4,510.4,631.1,320.0
5162,650.4,685.4,635.9,764.3,940.0
5163,499.6,512.3,505.4,428.9,600.0
5164,466.6,425.5,493.4,437.5,500.0
5165,502.3,543.7,586.5,448.9,480.0
5166,480.9,626.4,549.1,657.2,340.0
5167,436.2,515.6,467.0,387.9,300.0
5168,464.7,581.8,463.0,509.4,660.0
5169,405.6,612.9,554.0,666.6,520.0
5170,617.8,680.6,616.7,625.8,780.0
5171,422.0,432.1,457.1,380.4,420.0
5172,443.0,630.2,597.3,496.6,560.0
5173,524.1,593.3,421.1,645.0,400.0
5174,448.3,530.2,553.6,662.4,460.0
5175,597.4,673.3,667.4,719.7,660.0
5176,496.8,576.8,478.1,462.7,360.0
5177,507.5,582.0,547.7,489.3,600.0
5178,514.1,622.3,592.8,588.8,580.0
5179,530.6,634.8,561.4,658.4,540.0
5180,482.4,469.7,531.5,596.8,440.0
5181,664.5,677.6,647.7,754.2,880.0
5182,634.2,649.3,638.0,650.5,860.0
5183,395.4,459.8,513.4,387.4,240.0
5184,552.2,611.4,564.6,465.2,640.0
5185,568.2,564.9,534.2,530.6,640.0
5186,433.3,559.4,479.8,570.4,380.0
5187,527.3,613.2,523.4,643.6,360.0
5188,420.6,509.8,380.1,522.2,360.0
5189,400.9,526.1,504.3,494.1,460.0
5190,696.7,695.6,639.1,736.2,740.0
5191,587.0,468.7,518.3,519.8,540.0
5192,572.1,671.2,645.3,566.0,600.0
5193,476.1,598.2,575.0,504.8,700.0
5194,511.2,566.3,498.7,582.7,380.0
5195,492.3,644.4,588.9,546.7,580.0
5196,446.5,583.2,504.8,383.8,520.0
5197,546.4,490.7,571.9,554.6,400.0
5198,409.3,444.3,400.9,497.1,420.0
5199,590.7,668.5,623.6,639.6,740.0
5200,527.5,575.0,593.4,548.8,660.0
5201,562.7,604.8,524.5,507.0,600.0
5202,523.3,653.0,605.7,505.3,380.0
5203,392.7,515.2,471.5,432.0,320.0
5204,486.9,628.3,560.1,474.2,400.0
5205,394.7,451.4,406.3,432.8,300.0
5206,571.2,660.3,487.5,596.3,340.0
5207,491.8,592.4,519.5,521.1,600.0
5208,522.2,600.5,484.8,661.0,840.0
5209,397.3,473.9,450.0,453.8,0.0
5210,426.6,422.9,478.6,471.2,440.0
5211,482.8,512.6,531.9,394.1,720.0
5212,482.2,455.2,445.8,376.0,260.0
5213,571.6,617.9,564.2,490.8,480.0
5214,541.4,634.0,594.5,658.6,440.0
5215,491.3,622.1,551.4,564.4,380.0
5216,544.8,444.8,378.0,517.9,0.0
5217,405.7,508.8,388.3,435.7,460.0
5218,399.6,447.0,500.4,425.6,260.0
5219,620.0,774.9,687.0,629.3,900.0
5220,594.6,603.5,607.1,480.9,540.0
5221,501.3,594.8,577.3,596.4,660.0
5222,586.3,585.7,564.4,525.4,420.0
5223,418.5,397.6,458.4,498.4,240.0
5224,452.9,566.9,512.3,475.8,440.0
5225,502.5,443.6,466.0,568.0,280.0
5226,410.0,457.1,437.4,481.2,260.0
5227,410.3,623.4,482.9,503.4,460.0
5228,479.1,460.9,507.8,457.8,360.0
5229,576.7,610.3,593.1,513.2,620.0
5230,591.4,654.8,632.4,752.2,680.0
5231,446.5,576.1,525.4,510.5,380.0
5232,408.2,564.4,456.3,502.3,300.0
5233,416.3,559.3,450.1,412.8,340.0
5234,517.0,611.7,601.2,427.3,460.0
5235,434.5,555.4,500.9,519.7,560.0
5236,553.7,641.1,536.8,601.0,480.0
5237,467.9,471.0,425.4,469.1,400.0
5238,481.7,522.6,487.2,523.4,560.0
5239,537.4,658.1,613.1,564.5,840.0
5240,471.2,488.9,514.2,510.3,540.0
5241,489.5,613.7,516.0,536.4,660.0
5242,730.9,679.1,686.5,715.4,920.0
5243,434.3,594.8,578.0,441.1,360.0
5244,461.3,597.0,538.2,534.6,740.0
5245,491.7,541.0,461.1,636.1,380.0
5246,462.5,577.4,546.1,427.8,440.0
5247,464.1,639.6,537.5,553.1,440.0
5248,511.5,569.1,510.6,423.1,0.0
5249,506.5,644.7,486.9,529.9,640.0
5250,678.0,680.3,642.7,774.7,920.0
